title,latitude,longitude
University/Frances,43.07319644,-89.39581633
State/Gilman,43.07483244,-89.39336747
State/Johnson,43.07477170,-89.38995570
Johnson/Broom,43.07350601,-89.39172328
Dayton/Broom,43.07285356,-89.39087570
Dayton/Curve,43.07085502,-89.39376175
Dayton/Frances,43.07087462,-89.39589411
University/Frances II,43.07318860,-89.39581901
