title,latitude,longitude
University/Park,43.07326109,-89.40060139
Dayton/Park,43.07094907,-89.40088034
Dayton/Mills,43.07100785,-89.40408289
University/Mills,43.07331204,-89.40408826
University/Park II,43.07326893,-89.40061748
